yourlist:M201909028471C63D39733769F8E060B506551E123F05953	Entry	Entry name	Status	Protein names	Gene names	Organism	Length		
ATAD3B	Q5T9A4	ATD3B_HUMAN	reviewed	ATPase family AAA domain-containing protein 3B (AAA-TOB3)	ATAD3B KIAA1273 TOB3	Homo sapiens (Human)	648	P06133	7363
TRAPPC5	Q8IUR0	TPPC5_HUMAN	reviewed	Trafficking protein particle complex subunit 5	TRAPPC5	Homo sapiens (Human)	188	P25391	284217
TSNARE1	Q96NA8	TSNA1_HUMAN	reviewed	t-SNARE domain-containing protein 1	TSNARE1	Homo sapiens (Human)	513	Q8IWY4	80274
PARD3B	Q8TEW8	PAR3L_HUMAN	reviewed	Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein) (PAR3-beta) (Partitioning defective 3-like protein) (PAR3-L protein)	PARD3B ALS2CR19 PAR3B PAR3L	Homo sapiens (Human)	1205	Q14008	9793
RGN	Q15493	RGN_HUMAN	reviewed	Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30)	RGN SMP30	Homo sapiens (Human)	299	P47989	7498
RNF17	Q9BXT8	RNF17_HUMAN	reviewed	RING finger protein 17 (Tudor domain-containing protein 4)	RNF17 TDRD4	Homo sapiens (Human)	1623	Q5TCZ1	9644
RPS27L	Q71UM5	RS27L_HUMAN	reviewed	40S ribosomal protein S27-like (Small ribosomal subunit protein eS27-like)	RPS27L	Homo sapiens (Human)	84	Q96P67	27197
JARID2	Q92833	JARD2_HUMAN	reviewed	Protein Jumonji (Jumonji/ARID domain-containing protein 2)	JARID2 JMJ	Homo sapiens (Human)	1246	Q8NCD3	55355
DGKB	Q9Y6T7	DGKB_HUMAN	reviewed	Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta)	DGKB DAGK2 KIAA0718	Homo sapiens (Human)	804	Q8TAB3	57526
FKBP15	Q5T1M5	FKB15_HUMAN	reviewed	FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)	FKBP15 KIAA0674	Homo sapiens (Human)	1219	Q9Y6R1	8671
STIM1	Q13586	STIM1_HUMAN	reviewed	Stromal interaction molecule 1	STIM1 GOK	Homo sapiens (Human)	685	P39060	80781
ARMC9	Q7Z3E5	ARMC9_HUMAN	reviewed	LisH domain-containing protein ARMC9 (Armadillo repeat-containing protein 9) (Melanoma/melanocyte-specific tumor antigen KU-MEL-1) (NS21)	ARMC9 KIAA1868	Homo sapiens (Human)	818	P17035	7576
ATP8A2	Q9NTI2	AT8A2_HUMAN	reviewed	Phospholipid-transporting ATPase IB (EC 7.6.2.1) (ATPase class I type 8A member 2) (ML-1) (P4-ATPase flippase complex alpha subunit ATP8A2)	ATP8A2 ATPIB	Homo sapiens (Human)	1188	Q96EF0	55613
BHLHE22	Q8NFJ8	BHE22_HUMAN	reviewed	Class E basic helix-loop-helix protein 22 (bHLHe22) (Class B basic helix-loop-helix protein 5) (bHLHb5) (Trinucleotide repeat-containing gene 20 protein)	BHLHE22 BHLHB5 TNRC20	Homo sapiens (Human)	381	Q96QG7	66036
CWF19L2	Q2TBE0	C19L2_HUMAN	reviewed	CWF19-like protein 2	CWF19L2	Homo sapiens (Human)	894	Q8TF62	79895
DCAF7	P61962	DCAF7_HUMAN	reviewed	DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog)	DCAF7 HAN11 WDR68	Homo sapiens (Human)	342	B3KS81	100170229
DLL1	O00548	DLL1_HUMAN	reviewed	Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1)	DLL1 UNQ146/PRO172	Homo sapiens (Human)	723	Q9H609	79177
DNAH12	Q6ZR08	DYH12_HUMAN	reviewed	"Dynein heavy chain 12, axonemal (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12) (Dynein heavy chain 7-like, axonemal) (Dynein heavy chain domain-containing protein 2)"	DNAH12 DHC3 DLP12 DNAH12L DNAH7L DNAHC3 DNHD2 HDHC3 HL19	Homo sapiens (Human)	3092	Q9HCE3	55205
EIF2AK2	P19525	E2AK2_HUMAN	reviewed	"Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)"	EIF2AK2 PKR PRKR	Homo sapiens (Human)	551	O14795	10497
ELMO1	Q92556	ELMO1_HUMAN	reviewed	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	ELMO1 KIAA0281	Homo sapiens (Human)	727	Q6PI26	55164
FOXD4L6	Q3SYB3	FX4L6_HUMAN	reviewed	Forkhead box protein D4-like 6 (FOXD4-like 6)	FOXD4L6	Homo sapiens (Human)	417	P08240	6734
FSCN1	Q16658	FSCN1_HUMAN	reviewed	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	FSCN1 FAN1 HSN SNL	Homo sapiens (Human)	493	Q9C0D2	85459
GIMAP8	Q8ND71	GIMA8_HUMAN	reviewed	GTPase IMAP family member 8 (Immune-associated nucleotide-binding protein 9) (IAN-9) (Protein IanT)	GIMAP8 IAN9 IANT	Homo sapiens (Human)	665	Q02086	6668
GNS	P15586	GNS_HUMAN	reviewed	N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase) (G6S)	GNS	Homo sapiens (Human)	552	P98161	5310
GOLGA7	Q7Z5G4	GOGA7_HUMAN	reviewed	Golgin subfamily A member 7 (Golgi complex-associated protein of 16 kDa)	GOLGA7 GCP16 HDCKB03P HSPC041	Homo sapiens (Human)	137	P23497	6672
GPR113	Q8IZF5	AGRF3_HUMAN	reviewed	Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23)	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000	Homo sapiens (Human)	1079	Q05215	1961
GPRC5D	Q9NZD1	GPC5D_HUMAN	reviewed	G-protein coupled receptor family C group 5 member D	GPRC5D	Homo sapiens (Human)	345	P10323	49
GRN	P28799	GRN_HUMAN	reviewed	Progranulin (PGRN) (Acrogranin) (Epithelin precursor) (Glycoprotein of 88 Kda) (GP88) (Glycoprotein 88) (Granulin precursor) (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Epithelin-2) (Granulin B); Granulin-4 (Epithelin-1) (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)]	GRN	Homo sapiens (Human)	593	O94916	10725
ICA1L	Q8NDH6	ICA1L_HUMAN	reviewed	Islet cell autoantigen 1-like protein (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 14 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 15 protein)	ICA1L ALS2CR14 ALS2CR15	Homo sapiens (Human)	482	Q8N2S1	8425
IFT27	Q9BW83	IFT27_HUMAN	reviewed	Intraflagellar transport protein 27 homolog (Putative GTP-binding protein RAY-like) (Rab-like protein 4)	IFT27 RABL4 RAYL	Homo sapiens (Human)	186	Q6NUJ1	768239
KAT2B	Q92831	KAT2B_HUMAN	reviewed	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	KAT2B PCAF	Homo sapiens (Human)	832	Q9P2V4	26103
KLHL14	Q9P2G3	KLH14_HUMAN	reviewed	Kelch-like protein 14 (Protein interactor of Torsin-1A) (Printor) (Protein interactor of torsinA)	KLHL14 KIAA1384	Homo sapiens (Human)	628	Q86YA3	55345
KLHL8	Q9P2G9	KLHL8_HUMAN	reviewed	Kelch-like protein 8	KLHL8 KIAA1378	Homo sapiens (Human)	620	Q13237	5593
LATS2	Q9NRM7	LATS2_HUMAN	reviewed	Serine/threonine-protein kinase LATS2 (EC 2.7.11.1) (Kinase phosphorylated during mitosis protein) (Large tumor suppressor homolog 2) (Serine/threonine-protein kinase kpm) (Warts-like kinase)	LATS2 KPM	Homo sapiens (Human)	1088	Q92643	10026
LINC00032	P0C843	CI014_HUMAN	reviewed	Putative uncharacterized protein encoded by LINC00032	LINC00032 C9orf14 NCRNA00032	Homo sapiens (Human)	101	Q9UFE4	339829
LINGO4	Q6UY18	LIGO4_HUMAN	reviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4 (Leucine-rich repeat neuronal protein 6D)	LINGO4 LRRN6D UNQ9248/PRO34002	Homo sapiens (Human)	593	Q68D85	374383
MSN	P26038	MOES_HUMAN	reviewed	Moesin (Membrane-organizing extension spike protein)	MSN	Homo sapiens (Human)	577	A6NHQ4	100170841
NR2E1	Q9Y466	NR2E1_HUMAN	reviewed	Nuclear receptor subfamily 2 group E member 1 (Nuclear receptor TLX) (Protein tailless homolog) (Tll) (hTll)	NR2E1 TLX	Homo sapiens (Human)	385	Q8N6G6	92949
PCYT1B	Q9Y5K3	PCY1B_HUMAN	reviewed	Choline-phosphate cytidylyltransferase B (EC 2.7.7.15) (CCT-beta) (CTP:phosphocholine cytidylyltransferase B) (CCT B) (CT B) (Phosphorylcholine transferase B)	PCYT1B CCTB	Homo sapiens (Human)	369	Q9UN75	56137
PPIL4	Q8WUA2	PPIL4_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)	PPIL4	Homo sapiens (Human)	492	P50552	7408
RBM5	P52756	RBM5_HUMAN	reviewed	RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9)	RBM5 H37 LUCA15	Homo sapiens (Human)	815	A2RUR9	9720
RECK	O95980	RECK_HUMAN	reviewed	Reversion-inducing cysteine-rich protein with Kazal motifs (hRECK) (Suppressor of tumorigenicity 15 protein)	RECK ST15	Homo sapiens (Human)	971	Q86W28	126205
RUFY4	Q6ZNE9	RUFY4_HUMAN	reviewed	RUN and FYVE domain-containing protein 4	RUFY4	Homo sapiens (Human)	571	Q59EK9	10900
SEMA6C	Q9H3T2	SEM6C_HUMAN	reviewed	Semaphorin-6C (Semaphorin-Y) (Sema Y)	SEMA6C KIAA1869 SEMAY	Homo sapiens (Human)	930	Q9P206	57648
SH2D3C	Q8N5H7	SH2D3_HUMAN	reviewed	SH2 domain-containing protein 3C (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1)	SH2D3C NSP3 UNQ272/PRO309/PRO34088	Homo sapiens (Human)	860	Q9UKF2	11085
SLC43A2	Q8N370	LAT4_HUMAN	reviewed	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	SLC43A2 LAT4 PP7664	Homo sapiens (Human)	569	Q70E73	65059
TOMM34	Q15785	TOM34_HUMAN	reviewed	Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit)	TOMM34 URCC3	Homo sapiens (Human)	309	P78527	5591
UCP2	P55851	UCP2_HUMAN	reviewed	Mitochondrial uncoupling protein 2 (UCP 2) (Solute carrier family 25 member 8) (UCPH)	UCP2 SLC25A8	Homo sapiens (Human)	309	Q6UXD1	646962
USP46	P62068	UBP46_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 46 (EC 3.4.19.12) (Deubiquitinating enzyme 46) (Ubiquitin thioesterase 46) (Ubiquitin-specific-processing protease 46)	USP46	Homo sapiens (Human)	366	P22897	4360
XPA	P23025	XPA_HUMAN	reviewed	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	Homo sapiens (Human)	273	Q13405	740
ZNF83	P51522	ZNF83_HUMAN	reviewed	Zinc finger protein 83 (Zinc finger protein 816B) (Zinc finger protein HPF1)	ZNF83 ZNF816B	Homo sapiens (Human)	516	Q6UY09	125931
SGCA	Q16586	SGCA_HUMAN	reviewed	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2)	SGCA ADL DAG2	Homo sapiens (Human)	387	Q9NPY3	22918
PPAPDC3	Q8NBV4	PLPP7_HUMAN	reviewed	Inactive phospholipid phosphatase 7 (Phosphatidic acid phosphatase type 2 domain-containing protein 3)	PLPP7 C9orf67 PPAPDC3	Homo sapiens (Human)	271	Q6K0P9	149628
ANAPC4	Q9UJX5	APC4_HUMAN	reviewed	Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4)	ANAPC4 APC4	Homo sapiens (Human)	808	Q16854	1716
PCDHGC3	Q9UN70	PCDGK_HUMAN	reviewed	Protocadherin gamma-C3 (PCDH-gamma-C3) (Protocadherin-2) (Protocadherin-43) (PC-43)	PCDHGC3 PCDH2	Homo sapiens (Human)	934	O14513	344148
PHKG1	Q16816	PHKG1_HUMAN	reviewed	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (PHK-gamma-M) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)"	PHKG1 PHKG	Homo sapiens (Human)	387	Q96L42	131096
ZNF267	Q14586	ZN267_HUMAN	reviewed	Zinc finger protein 267 (Zinc finger protein HZF2)	ZNF267	Homo sapiens (Human)	743	P00918	760
PSAP	P07602	SAP_HUMAN	reviewed	Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]	PSAP GLBA SAP1	Homo sapiens (Human)	524	Q7L590	55388
PSAP	Q8IWL1	SFPA2_HUMAN	reviewed	Pulmonary surfactant-associated protein A2 (PSP-A) (PSPA) (SP-A) (SP-A2) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-5)	SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B	Homo sapiens (Human)	248	O60494	8029
PSAP	Q8IWL2	SFTA1_HUMAN	reviewed	Pulmonary surfactant-associated protein A1 (PSP-A) (PSPA) (SP-A) (SP-A1) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-4)	SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B	Homo sapiens (Human)	248	Q96QU6	84680
"MTCH1,PSAP"	Q9NZJ7	MTCH1_HUMAN	reviewed	Mitochondrial carrier homolog 1 (Presenilin-associated protein)	MTCH1 PSAP CGI-64 UNQ1871/PRO4314	Homo sapiens (Human)	389	Q8NCP5	29068
RAI14	Q9P0K7	RAI14_HUMAN	reviewed	Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14)	RAI14 KIAA1334 NORPEG	Homo sapiens (Human)	980	Q8IZF0	259232
FYB	O15117	FYB1_HUMAN	reviewed	FYN-binding protein 1 (Adhesion and degranulation promoting adaptor protein) (ADAP) (FYB-120/130) (p120/p130) (FYN-T-binding protein) (SLAP-130) (SLP-76-associated phosphoprotein)	FYB1 FYB SLAP130	Homo sapiens (Human)	783	Q9NPC3	57820
C10orf12	Q96JN0	LCOR_HUMAN	reviewed	Ligand-dependent corepressor (LCoR) (Mblk1-related protein 2)	LCOR C10orf12 KIAA1795 MLR2	Homo sapiens (Human)	433	P09661	6627
MCMBP	Q9BTE3	MCMBP_HUMAN	reviewed	Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein)	MCMBP C10orf119	Homo sapiens (Human)	642	P43629	3811
MUC5AC	P98088	MUC5A_HUMAN	reviewed	"Mucin-5AC (MUC-5AC) (Gastric mucin) (Lewis B blood group antigen) (LeB) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)"	MUC5AC MUC5	Homo sapiens (Human)	5654	Q15147	5332
LAS1L	Q9Y4W2	LAS1L_HUMAN	reviewed	Ribosomal biogenesis protein LAS1L (Protein LAS1 homolog)	LAS1L MSTP060	Homo sapiens (Human)	734	Q96L93	55614
ZNF677	Q86XU0	ZN677_HUMAN	reviewed	Zinc finger protein 677	ZNF677	Homo sapiens (Human)	584	Q14689	23181
CYP2U1	Q7Z449	CP2U1_HUMAN	reviewed	Cytochrome P450 2U1 (EC 1.14.14.1)	CYP2U1	Homo sapiens (Human)	544	P78509	5649
CCDC89	Q8N998	CCD89_HUMAN	reviewed	Coiled-coil domain-containing protein 89 (Bc8 orange-interacting protein)	CCDC89 BOIP	Homo sapiens (Human)	374	Q16760	8527
ANKRD17	O75179	ANR17_HUMAN	reviewed	Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)	ANKRD17 GTAR KIAA0697	Homo sapiens (Human)	2603	Q86UN2	146760
MGAT3	Q09327	MGAT3_HUMAN	reviewed	"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (EC 2.4.1.144) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III) (GNT-III) (GlcNAc-T III) (N-acetylglucosaminyltransferase III)"	MGAT3 GGNT3	Homo sapiens (Human)	533	O15259	4867
SAP18	O00422	SAP18_HUMAN	reviewed	Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (2HOR0202) (Cell growth-inhibiting gene 38 protein) (Sin3-associated polypeptide p18)	SAP18 GIG38	Homo sapiens (Human)	153	Q9H4F8	64093
ATAD2	Q6PL18	ATAD2_HUMAN	reviewed	ATPase family AAA domain-containing protein 2 (EC 3.6.1.3) (AAA nuclear coregulator cancer-associated protein) (ANCCA)	ATAD2 L16 PRO2000	Homo sapiens (Human)	1390	P06858	4023
SIGLEC16	A6NMB1	SIG16_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 16 (Siglec-16) (Siglec-P16)	SIGLEC16 SIGLECP16	Homo sapiens (Human)	481	Q9NRP7	27148
VAMP2	P63027	VAMP2_HUMAN	reviewed	Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2)	VAMP2 SYB2	Homo sapiens (Human)	116	Q00535	1020
MLEC	Q14165	MLEC_HUMAN	reviewed	Malectin	MLEC KIAA0152	Homo sapiens (Human)	292	Q9ULK0	2894
POLDIP2	Q9Y2S7	PDIP2_HUMAN	reviewed	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	Homo sapiens (Human)	368	Q562R1	345651
CTSG	P08311	CATG_HUMAN	reviewed	Cathepsin G (CG) (EC 3.4.21.20)	CTSG	Homo sapiens (Human)	255	Q15019	4735
FPR1	P21462	FPR1_HUMAN	reviewed	fMet-Leu-Phe receptor (fMLP receptor) (N-formyl peptide receptor) (FPR) (N-formylpeptide chemoattractant receptor)	FPR1	Homo sapiens (Human)	350	O94933	22865
PCDHB13	Q9Y5F0	PCDBD_HUMAN	reviewed	Protocadherin beta-13 (PCDH-beta-13)	PCDHB13 UNQ332/PRO531	Homo sapiens (Human)	798	Q8TE82	54436
KLHL13	Q9P2N7	KLH13_HUMAN	reviewed	Kelch-like protein 13 (BTB and kelch domain-containing protein 2)	KLHL13 BKLHD2 KIAA1309	Homo sapiens (Human)	655	Q8IZ21	65979
ATG5	Q9H1Y0	ATG5_HUMAN	reviewed	Autophagy protein 5 (APG5-like) (Apoptosis-specific protein)	ATG5 APG5L ASP	Homo sapiens (Human)	275	A6NKT7	653489
G6PD	P11413	G6PD_HUMAN	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	G6PD	Homo sapiens (Human)	515	P52746	7701
TRO	Q12816	TROP_HUMAN	reviewed	Trophinin (MAGE-D3 antigen)	TRO KIAA1114 MAGED3	Homo sapiens (Human)	1431	P02671	2243
SLC25A19	Q9HC21	TPC_HUMAN	reviewed	Mitochondrial thiamine pyrophosphate carrier (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19)	SLC25A19 DNC MUP1	Homo sapiens (Human)	320	Q2UY09	340267
TRIM41	Q8WV44	TRI41_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (RING finger-interacting protein with C kinase) (RINCK) (RING-type E3 ubiquitin transferase TRIM41) (Tripartite motif-containing protein 41)	TRIM41 RINCK	Homo sapiens (Human)	630	Q86TC9	84665
SPP1	P10451	OSTP_HUMAN	reviewed	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	SPP1 BNSP OPN PSEC0156	Homo sapiens (Human)	314	O14917	27253
SPP1	Q9BX95	SGPP1_HUMAN	reviewed	Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1)	SGPP1 SPP1	Homo sapiens (Human)	441	O95171	8796
KALRN	O60229	KALRN_HUMAN	reviewed	Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	KALRN DUET DUO HAPIP TRAD	Homo sapiens (Human)	2986	Q8NCN5	55066
KCNN2	Q9H2S1	KCNN2_HUMAN	reviewed	Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2)	KCNN2	Homo sapiens (Human)	579	Q641Q3	284207
TRBV11-1	A0A0K0K1C0	TVBK1_HUMAN	reviewed	T cell receptor beta variable 11-1	TRBV11-1	Homo sapiens (Human)	115	Q86TJ5	115196
GDPD2	Q9HCC8	GDPD2_HUMAN	reviewed	Glycerophosphoinositol inositolphosphodiesterase GDPD2 (EC 3.1.4.43) (Glycerophosphodiester phosphodiesterase 3) (Glycerophosphodiester phosphodiesterase domain-containing protein 2) (Osteoblast differentiation promoting factor)	GDPD2 GDE3 OBDPF UNQ1935/PRO4418	Homo sapiens (Human)	539	Q8TBC3	92799
STX17	P56962	STX17_HUMAN	reviewed	Syntaxin-17	STX17	Homo sapiens (Human)	302	P54793	416
ANKRD20A5P	A0PJZ0	A20A5_HUMAN	reviewed	Putative ankyrin repeat domain-containing protein 20A5 (Ankyrin repeat domain-containing protein 20A5 pseudogene)	ANKRD20A5P ANKRD20A5	Homo sapiens (Human)	165	Q9UKZ4	10178
APOBEC3H	Q6NTF7	ABC3H_HUMAN	reviewed	DNA dC->dU-editing enzyme APOBEC-3H (EC 3.5.4.38) (APOBEC-related protein 10) (ARP-10) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 3H) (A3H)	APOBEC3H	Homo sapiens (Human)	200	P35749	4629
DDX53	Q86TM3	DDX53_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX53 (EC 3.6.4.13) (Cancer-associated gene protein) (Cancer/testis antigen 26) (CT26) (DEAD box protein 53) (DEAD box protein CAGE)	DDX53 CAGE	Homo sapiens (Human)	631	Q2V2M9	80206
TCTEX1D4	Q5JR98	TC1D4_HUMAN	reviewed	Tctex1 domain-containing protein 4 (Protein N22.1) (Tctex-2-beta)	TCTEX1D4	Homo sapiens (Human)	221	Q8IVF7	91010
LCP2	Q13094	LCP2_HUMAN	reviewed	Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76)	LCP2	Homo sapiens (Human)	533	P35612	119
TMEM26	Q6ZUK4	TMM26_HUMAN	reviewed	Transmembrane protein 26	TMEM26	Homo sapiens (Human)	368	P54707	479
CES1	P02795	MT2_HUMAN	reviewed	Metallothionein-2 (MT-2) (Metallothionein-2A) (Metallothionein-II) (MT-II)	MT2A CES1 MT2	Homo sapiens (Human)	61	P47736	5909
"CES2,CES1"	P23141	EST1_HUMAN	reviewed	Liver carboxylesterase 1 (Acyl-coenzyme A:cholesterol acyltransferase) (ACAT) (Brain carboxylesterase hBr1) (Carboxylesterase 1) (CE-1) (hCE-1) (EC 3.1.1.1) (Cocaine carboxylesterase) (Egasyn) (HMSE) (Methylumbelliferyl-acetate deacetylase 1) (EC 3.1.1.56) (Monocyte/macrophage serine esterase) (Retinyl ester hydrolase) (REH) (Serine esterase 1) (Triacylglycerol hydrolase) (TGH)	CES1 CES2 SES1	Homo sapiens (Human)	567	Q71SY5	81857
ZNF799	Q96GE5	ZN799_HUMAN	reviewed	Zinc finger protein 799 (Zinc finger protein 842)	ZNF799 ZNF842	Homo sapiens (Human)	643	Q8IXF9	375318
ZNF841	Q6ZN19	ZN841_HUMAN	reviewed	Zinc finger protein 841	ZNF841	Homo sapiens (Human)	808	Q9UIG8	28232
PSMD2	Q13200	PSMD2_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Homo sapiens (Human)	908	A6ND01	390243
MTIF2	P46199	IF2M_HUMAN	reviewed	"Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))"	MTIF2	Homo sapiens (Human)	727	Q6KB66	144501
"UGT2B11,UGT2B4"	P06133	UD2B4_HUMAN	reviewed	UDP-glucuronosyltransferase 2B4 (UDPGT 2B4) (EC 2.4.1.17) (HLUG25) (Hyodeoxycholic acid-specific UDPGT) (UDPGTh-1)	UGT2B4 UGT2B11	Homo sapiens (Human)	528	O75312	8882
LAMA1	P25391	LAMA1_HUMAN	reviewed	Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha)	LAMA1 LAMA	Homo sapiens (Human)	3075	Q6IF99	391107
SCUBE1	Q8IWY4	SCUB1_HUMAN	reviewed	"Signal peptide, CUB and EGF-like domain-containing protein 1"	SCUBE1	Homo sapiens (Human)	988	P49639	3198
CKAP5	Q14008	CKAP5_HUMAN	reviewed	Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)	CKAP5 KIAA0097	Homo sapiens (Human)	2032	P17020	7564
XDH	P47989	XDH_HUMAN	reviewed	Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]	XDH XDHA	Homo sapiens (Human)	1333	Q9Y6Y8	11196
